0D6,214,○,,read FRCHR,,SRFRCHR,0011010110,O1,,Rd = FRCHR,not generate flags,,,,,,,,,,,,,,,,,,,,,,,,,,
0D7,215,○,,read PFLAGR,,SRPFLAGR,0011010111,O1,,Rd = PFLAGR,not generate flags,,,,,,,,,,,,,,,,,,,,,,,,,,
0D8,216,○,,read FI0R,,SRFI0R,0011011000,O1,,Rd = FI0R,not generate flags,,,,,,,,,,,,,,,,,,,,,,,,,,
0D9,217,○,,read FI1R,,SRFI1R,0011011001,O1,,Rd = FI1R,not generate flags,,,,,,,,,,,,,,,,,,,,,,,,,,
0DA,218,,,,,,0011011010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0DB,219,,,,,,0011011011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0DC,220,,,,,,0011011100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0DD,221,,,,,,0011011101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0DE,222,,,,,,0011011110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0DF,223,,,,,,0011011111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0E0,224,○,System Register Write,store SPR,,SRSPW,0011100000,O1,,SPR = Rd,not generate flags,,,,,,,,,,,,,,,,,,,,,,,,,,
0E1,225,,,store PDTR,,SRPDTW,0011100001,O1,,PDTR = Rd,not generate flags,,,カーネルモードのみ実行可能,,特権違反,,,,,,,,,,,,,,,,,,,,,
0E2,226,,,,,,0011100010,,,,not generate flags,,,,,,,,,,,,,,,,,,,,,,,,,,
0E3,227,,,,,,0011100011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0E4,228,,,,,,0011100100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0E5,229,○,,store PSR_IM,,SRIEIW,0011100101,O1,I11,PSR = (PSR & 0xFFFFFFFB) | ((Rs << 2) & 0x00000004),not generate flags,,,ルートモードのみ実行可能,3,特権違反,1で許可,,,,,,,,,,,,,,,,,,,,
0E6,230,,,,,,0011100110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0E7,231,,,,,,0011100111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0E8,232,,,store TISR,,SRTISW,0011101000,O1,,TISPR = Rd,not generate flags,,,ルートモードのみ実行可能,3,特権違反,,,,,,,,,,,,,,,,,,,,,
0E9,233,,,store KPDTR,,SRKPDTW,0011101001,O1,,KPDTR = Rd,not generate flags,,,ルートモードのみ実行可能,3,特権違反,,,,,,,,,,,,,,,,,,,,,
0EA,234,,,store PSR_MMUMOD,,SRMMUW,0011101010,O1,I11,PSR = (PSR & 0xFFFFFFFC) | (Rs & 0x0000003),not generate flags,,,ルートモードのみ実行可能,3,特権違反,"0=アドレス変換なし, 1=予約, 2=1段変換, 3=2段変換",,,,,,,,,,,,,,,,,,,,
0EB,235,,,,,,0011101011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0EC,236,,,,,,0011101100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ED,237,○,,store PPSR,,SRPPSW,0011101101,O1,,PPSR = Rd,not generate flags,,,,,,,,,,,,,,,,,,,,,,,,,,
0EE,238,○,,store PPCR,,SRPPCW,0011101110,O1,,PPCR = Rd,not generate flags,,,,,,,,,,,,,,,,,,,,,,,,,,
0EF,239,,,,,,0011101111,O1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0F0,240,,,store PPDTR,,SRPPDTW,0011110000,O1,,PPDTR = Rd,not generate flags,,,,,,,,,,,,,,,,,,,,,,,,,,
0F1,241,,,store PTIDR,,SRPTIDW,0011110001,O1,,PTIDR = Rd,not generate flags,,,,,,,,,,,,,,,,,,,,,,,,,,
0F2,242,○,,store IDTR,,SRIDTW,0011110010,O1,,IDTR = Rd,not generate flags,,,,,,,,,,,,,,,,,,,,,,,,,,
0F3,243,○,,store PSR,,SRPSW,0011110011,O1,,PSR = Rd,not generate flags,,,,,,,,,,,,,,,,,,,,,,,,,,
0F4,244,○,,"store FRCR from {FRCLR, FRCHR}",,SRFRCW,0011110100,C,,"FRCR = {FRCLR, FRCHR}",not generate flags,,,,,,,,,,,,,,,,,,,,,,,,,,
0F5,245,○,,store FRCLR,,SRFRCLW,0011110101,O1,,FRCLR,not generate flags,,,,,,,,,,,,,,,,,,,,,,,,,,
0F6,246,○,,store FRCHR,,SRFRCHW,0011110110,O1,,FRCHR,not generate flags,,,,,,,,,,,,,,,,,,,,,,,,,,
0F7,247,,,,,,0011110111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0F8,248,,,,,,0011111000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0F9,249,,,,,,0011111001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0FA,250,,,,,,0011111010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0FB,251,,,,,,0011111011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0FC,252,,,,,,0011111100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0FD,253,,,,,,0011111101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0FE,254,,,,,,0011111110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0FF,255,○,,store PSR add immediate,sign extension・2bit left shift,SRSPADD,0011111111,,CI16,SPR = SPR + immediate,not generate flags,,,,,,,,,,,,,,,,,,,,,,,,,,
100,256,○,Other,no operation,,NOP,0100000000,C,,no operation,not generate flags,,,,,,,,,,,,,,,,,,,,,,,,,,
101,257,,,pipline halt,,HALT,0100000001,C,,halt,not generate flags,,,kernelモードのみ実行可能,3,特権違反,,,,,,,,,,,,,,,,,,,,,
102,258,○,,move data,,MOVE,0100000010,O2,,Rd = Rs,not generate flags,,,,,,,,,,,,,,,,,,,,,,,,,,
103,259,○,,move PCR add immediate,sign extension・2bit left shift,MOVEPC,0100000011,O2,I11,Rd = Rs + PCR,not generate flags,,,,,,,,,,,,,,,,,,,,,,,,,,
104,260,,,,,,0100000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,261,,,,,,0100000101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,262,,,,,,0100000110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,263,,,,,,0100000111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,264,,,,,,0100001000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,265,,,,,,0100001001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10A,266,,,,,,0100001010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10B,267,,,,,,0100001011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10C,268,,,,,,0100001100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10D,269,,,,,,0100001101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10E,270,,,,,,0100001110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10F,271,,,,,,0100001111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,272,,,,,,0100010000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,273,,,,,,0100010001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,274,,,,,,0100010010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,275,,,,,,0100010011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,276,,,,,,0100010100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,277,,,,,,0100010101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,278,,,,,,0100010110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,279,,,,,,0100010111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,280,,,,,,0100011000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,281,,,,,,0100011001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11A,282,,,,,,0100011010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11B,283,,,,,,0100011011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11C,284,,,,,,0100011100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11D,285,,,,,,0100011101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11E,286,,,,,,0100011110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11F,287,,,,,,0100011111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,288,,OS & Interrupt Support,software interrupt ,,SWI,0100100000,,I11,"Software Interrupt, Interrupt Vector:Mask8bit(Rs)",not generate flags,,,,,,,,,,,,,,,,,,,,,,,,,,
121,289,,,test and set,,TAS,0100100001,O2,I11,"tas gr[src0], mem[src1]",not generate flags,,,,,,,,,,,,,,,,,,,,,,,,,,
122,290,○,,set interrupt discriptor table,,IDTS,0100100010,C,,CoreIDT = MEMORY[IDTR],フラグを発生しない,,,カーネルモードのみ,,特権違反,IDTRの情報をもとにハードウェア割り込みの情報を内部レジスタに退避,,,,,,,,,,,,,,,,,,,,
123,291,,,load linked,,LDL,0100100011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,292,,,store conditional,,STC,0100100100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,293,,,,,,0100100101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,294,,,,,,0100100110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,295,,,,,,0100100111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,296,,,,,,0100101000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,297,,,,,,0100101001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12A,298,,,,,,0100101010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,299,,,,,,0100101011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12C,300,,,,,,0100101100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12D,301,,,,,,0100101101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12E,302,,,,,,0100101110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12F,303,,,,,,0100101111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,304,,,,,,0100110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,305,,,,,,0100110001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,306,,,,,,0100110010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,307,,,,,,0100110011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,308,,,,,,0100110100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,309,,,,,,0100110101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,310,,,,,,0100110110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,311,,,,,,0100110111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,312,,,,,,0100111000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,313,,,,,,0100111001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13A,314,,,,,,0100111010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13B,315,,,,,,0100111011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13C,316,,,,,,0100111100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13D,317,,,,,,0100111101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13E,318,,,,,,0100111110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13F,319,,,,,,0100111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,320,,,,,,0101000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,321,,,,,,0101000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,322,,,,,,0101000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,323,,,,,,0101000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,324,,,,,,0101000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,325,,,,,,0101000101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,326,,,,,,0101000110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,327,,,,,,0101000111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,328,,,,,,0101001000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,329,,,,,,0101001001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14A,330,,,,,,0101001010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,331,,,,,,0101001011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14C,332,,,,,,0101001100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14D,333,,,,,,0101001101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14E,334,,,,,,0101001110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14F,335,,,,,,0101001111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,336,,,,,,0101010000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,337,,,,,,0101010001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,338,,,,,,0101010010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,339,,,,,,0101010011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,340,,,,,,0101010100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,341,,,,,,0101010101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,342,,,,,,0101010110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,343,,,,,,0101010111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,344,,,,,,0101011000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,345,,,,,,0101011001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15A,346,,,,,,0101011010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15B,347,,,,,,0101011011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15C,348,,,,,,0101011100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15D,349,,,,,,0101011101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15E,350,,,,,,0101011110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15F,351,,,,,,0101011111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,352,,,,,,0101100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,353,,,,,,0101100001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,354,,,,,,0101100010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,355,,,,,,0101100011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,356,,,,,,0101100100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,357,,,,,,0101100101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,358,,,,,,0101100110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,359,,,,,,0101100111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,360,,,,,,0101101000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,361,,,,,,0101101001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A,362,,,,,,0101101010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16B,363,,,,,,0101101011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16C,364,,,,,,0101101100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16D,365,,,,,,0101101101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16E,366,,,,,,0101101110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16F,367,,,,,,0101101111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,368,,,,,,0101110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,369,,,,,,0101110001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,370,,,,,,0101110010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,371,,,,,,0101110011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,372,,,,,,0101110100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,373,,,,,,0101110101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,374,,,,,,0101110110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,375,,,,,,0101110111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,376,,,,,,0101111000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,377,,,,,,0101111001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17A,378,,,,,,0101111010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17B,379,,,,,,0101111011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17C,380,,,,,,0101111100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17D,381,,,,,,0101111101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17E,382,,,,,,0101111110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17F,383,,,,,,0101111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,384,,,,,,0110000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,385,,,,,,0110000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,386,,,,,,0110000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,387,,,,,,0110000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,388,,,,,,0110000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,389,,,,,,0110000101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,390,,,,,,0110000110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,391,,,,,,0110000111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,392,,,,,,0110001000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,393,,,,,,0110001001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18A,394,,,,,,0110001010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18B,395,,,,,,0110001011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18C,396,,,,,,0110001100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18D,397,,,,,,0110001101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18E,398,,,,,,0110001110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18F,399,,,,,,0110001111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,400,,,,,,0110010000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,401,,,,,,0110010001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,402,,,,,,0110010010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,403,,,,,,0110010011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,404,,,,,,0110010100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,405,,,,,,0110010101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,406,,,,,,0110010110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,407,,,,,,0110010111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,408,,,,,,0110011000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,409,,,,,,0110011001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19A,410,,,,,,0110011010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19B,411,,,,,,0110011011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19C,412,,,,,,0110011100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19D,413,,,,,,0110011101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19E,414,,,,,,0110011110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19F,415,,,,,,0110011111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1A0,416,,,,,,0110100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1A1,417,,,,,,0110100001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1A2,418,,,,,,0110100010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1A3,419,,,,,,0110100011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1A4,420,,,,,,0110100100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1A5,421,,,,,,0110100101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1A6,422,,,,,,0110100110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1A7,423,,,,,,0110100111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1A8,424,,,,,,0110101000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1A9,425,,,,,,0110101001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1AA,426,,,,,,0110101010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1AB,427,,,,,,0110101011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1AC,428,,,,,,0110101100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1AD,429,,,,,,0110101101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1AE,430,,,,,,0110101110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1AF,431,,,,,,0110101111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1B0,432,,,,,,0110110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1B1,433,,,,,,0110110001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1B2,434,,,,,,0110110010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1B3,435,,,,,,0110110011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1B4,436,,,,,,0110110100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1B5,437,,,,,,0110110101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1B6,438,,,,,,0110110110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1B7,439,,,,,,0110110111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1B8,440,,,,,,0110111000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1B9,441,,,,,,0110111001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1BA,442,,,,,,0110111010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1BB,443,,,,,,0110111011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1BC,444,,,,,,0110111100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1BD,445,,,,,,0110111101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1BE,446,,,,,,0110111110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1BF,447,,,,,,0110111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C0,448,,,,,,0111000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C1,449,,,,,,0111000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C2,450,,,,,,0111000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C3,451,,,,,,0111000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C4,452,,,,,,0111000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C5,453,,,,,,0111000101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C6,454,,,,,,0111000110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C7,455,,,,,,0111000111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C8,456,,,,,,0111001000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C9,457,,,,,,0111001001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1CA,458,,,,,,0111001010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1CB,459,,,,,,0111001011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1CC,460,,,,,,0111001100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1CD,461,,,,,,0111001101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1CE,462,,,,,,0111001110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1CF,463,,,,,,0111001111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1D0,464,,,,,,0111010000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1D1,465,,,,,,0111010001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1D2,466,,,,,,0111010010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1D3,467,,,,,,0111010011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1D4,468,,,,,,0111010100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1D5,469,,,,,,0111010101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1D6,470,,,,,,0111010110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1D7,471,,,,,,0111010111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1D8,472,,,,,,0111011000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1D9,473,,,,,,0111011001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1DA,474,,,,,,0111011010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1DB,475,,,,,,0111011011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1DC,476,,,,,,0111011100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1DD,477,,,,,,0111011101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1DE,478,,,,,,0111011110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1DF,479,,,,,,0111011111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1E0,480,,,,,,0111100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1E1,481,,,,,,0111100001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1E2,482,,,,,,0111100010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1E3,483,,,,,,0111100011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1E4,484,,,,,,0111100100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1E5,485,,,,,,0111100101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1E6,486,,,,,,0111100110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1E7,487,,,,,,0111100111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1E8,488,,,,,,0111101000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1E9,489,,,,,,0111101001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1EA,490,,,,,,0111101010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1EB,491,,,,,,0111101011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1EC,492,,,,,,0111101100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ED,493,,,,,,0111101101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1EE,494,,,,,,0111101110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1EF,495,,,,,,0111101111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1F0,496,,,,,,0111110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1F1,497,,,,,,0111110001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1F2,498,,,,,,0111110010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1F3,499,,,,,,0111110011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
